"","participante","Já.realizou.alguma.pesquisa.sobre.simbolismo.sonoro.","Já.participou.de.algum.experimento.relacionado.a.dar.nomes.a.Pokémons.","nome","tipo","pokemon","transcript","mantem"
"975","pl2.5","Não","Não","escurinhov","voador","Pipidove","pi-pi-'do-ve","sim"
"976","pl2.6","Não","Não","escurinhov","voador","Kaz","kas","sim"
"977","pl2.7","Não","Não","escurinhov","voador","Pinposhu","p~i-po-'Su","sim"
"978","pl2.8","Não","Não","escurinhov","voador","Pipolin","pi-po-'l~i","sim"
"979","pl2.9","Não","Não","escurinhov","voador","Went","w~e-ti","nao"
"980","pl2.10","Não","Não","escurinhov","voador","Turuturu","tu-ru-tu-'ru","sim"
"981","pl2.11","Não","Não","escurinhov","voador","blackleg","bla-'kle-gi","nao"
"982","pl2.12","Não","Não","escurinhov","voador","tolu","to-'lu","sim"
"983","pl2.13","Não","Não","escurinhov","voador","Patuno","pa-'tu-no","sim"
"984","pl2.14","Não","Não","escurinhov","voador","Darky","daR-ki","nao"
"985","pl2.15","Não","Não","escurinhov","voador","Zongyl","z~o-'Ziw","nao"
"986","pl2.16","Não","Não","escurinhov","voador","Sozuty","so-'zu-ti","sim"
"987","pl2.17","Não","Não","escurinhov","voador","sapino","sa-'pi-no","nao"
"988","pl2.18","Não","Não","escurinhov","voador","Rasib","ha-'zi-bi","nao"
"989","pl2.19","Não","Não","escurinhov","voador","Arpex","aR-peS","sim"
"990","pl2.20","Não","Não","escurinhov","voador","Rockpi","ho-ki-'pi","nao"
"991","pl2.21","Não","Não","escurinhov","voador","Vultzo","v'uw-ti-zo","nao"
"992","pl2.22","Não","Não","escurinhov","voador","Pipilopo","pi-pi-'lo-po","sim"
"993","pl2.23","Não","Não","escurinhov","voador","Piauí","pi-aw-'i","nao"
"994","pl2.24","Não","Não","escurinhov","voador","Arquemis","aR-ke-'mis","nao"
"995","pl2.25","Não","Não","escurinhov","voador","Lopací","lo-pa-'si","sim"
"996","pl2.26","Não","Não","escurinhov","voador","Guino","gi-no","sim"
"997","pl2.27","Não","Não","escurinhov","voador","Semasaduo","se-ma-za-'du-o","sim"
"998","pl2.28","Não","Não","escurinhov","voador","Garranr","ga-h~a-'h","nao"
"999","pl2.29","Não","Não","escurinhov","voador","Papural","pa-pu-'raw","sim"
"1000","pl2.30","Não","Não","escurinhov","voador","Corohi","ko-'roj","sim"
"1001","pl2.1","Não","Não","cinzazinhov","voador","Birlow","biR-'lo-w","nao"
"1002","pl2.2","Não","Não","cinzazinhov","voador","Bolinha","bo-'li-Na","nao"
"1003","pl2.3","Não","Não","cinzazinhov","voador","charlott","SaR-'lo-ti","nao"
"1004","pl2.4","Não","Não","cinzazinhov","voador","Redune","he-'du-ne","sim"
"1005","pl2.5","Não","Não","cinzazinhov","voador","pidgegray","pi-di-'Ze-graj","nao"
"1006","pl2.6","Não","Não","cinzazinhov","voador","Tyquez","tikes","nao"
"1007","pl2.7","Não","Não","cinzazinhov","voador","Piposter","pi-pos-'teR","sim"
"1008","pl2.8","Não","Não","cinzazinhov","voador","Pangarole","p~a-ga-'ro-le","nao"
"1009","pl2.9","Não","Não","cinzazinhov","voador","Picket","pi-'ke-ti","nao"
"1010","pl2.10","Não","Não","cinzazinhov","voador","Pree","pre-e","sim"
"1011","pl2.11","Não","Não","cinzazinhov","voador","neckred","ne-'kre-di","nao"
"1012","pl2.12","Não","Não","cinzazinhov","voador","tupa","tu-pa","sim"
"1013","pl2.13","Não","Não","cinzazinhov","voador","Pinaque","pi-'na-ke","sim"
"1014","pl2.14","Não","Não","cinzazinhov","voador","Cloc","klo-c","nao"
"1015","pl2.15","Não","Não","cinzazinhov","voador","Singul","s~i-'guw","sim"
"1016","pl2.16","Não","Não","cinzazinhov","voador","Flemin","fle-'m~i","sim"
"1017","pl2.17","Não","Não","cinzazinhov","voador","arcon","aR-k~o","sim"
"1018","pl2.18","Não","Não","cinzazinhov","voador","Naken","na-k~e","sim"
"1019","pl2.19","Não","Não","cinzazinhov","voador","Arpina","aR-'pi-na","nao"
"1020","pl2.20","Não","Não","cinzazinhov","voador","Flygotto","fligo-to","nao"
"1021","pl2.21","Não","Não","cinzazinhov","voador","Tectec","te-ki-'te-c","nao"
"1022","pl2.22","Não","Não","cinzazinhov","voador","Marmav","maR-'ma-v","nao"
"1023","pl2.23","Não","Não","cinzazinhov","voador","Piá","pi-'a","nao"
"1024","pl2.24","Não","Não","cinzazinhov","voador","Pingo","p~i-go","nao"
"1025","pl2.25","Não","Não","cinzazinhov","voador","Ololáika","o-lo-'laj-ka","sim"
"1026","pl2.26","Não","Não","cinzazinhov","voador","Parapor","pa-ra-'poR","sim"
"1027","pl2.27","Não","Não","cinzazinhov","voador","Ovombo","o-'v~o-bo","sim"
"1028","pl2.28","Não","Não","cinzazinhov","voador","Passardio","pa-saR-'dio","sim"
"1029","pl2.29","Não","Não","cinzazinhov","voador","Parapiri","pa-ra-pi-'ri","sim"
"1030","pl2.30","Não","Não","cinzazinhov","voador","Ucrucur","u-kru-'kuR","sim"
"1031","pl2.1","Não","Não","tourinhonv","evil","Tourus","tow-'rus","nao"
"1032","pl2.2","Não","Não","tourinhonv","evil","Bufalo","bu-'fa-lo","nao"
"1033","pl2.3","Não","Não","tourinhonv","evil","el touro","ew 'tow-ro","nao"
"1034","pl2.4","Não","Não","tourinhonv","evil","Momboge","m~o-'bo-Ze","sim"
"1035","pl2.5","Não","Não","tourinhonv","evil","Boitreitor","boj-trej-'toR","nao"
"1036","pl2.6","Não","Não","tourinhonv","evil","Metaurus","me-taw-'rus","nao"
"1037","pl2.7","Não","Não","tourinhonv","evil","Teitror","tej-'troR","sim"
"1038","pl2.8","Não","Não","tourinhonv","evil","Turozu","tu-ro-'zu","sim"
"1039","pl2.9","Não","Não","tourinhonv","evil","Rhoun","hown","nao"
"1040","pl2.10","Não","Não","tourinhonv","evil","Buzkarat","bus-ka-'ra-ti","nao"
"1041","pl2.11","Não","Não","tourinhonv","evil","bufalus","bu-fa-'lus","nao"
"1042","pl2.12","Não","Não","tourinhonv","evil","curiu","ku-'riw","sim"
"1043","pl2.13","Não","Não","tourinhonv","evil","Brutus","bru-'tus","nao"
"1044","pl2.14","Não","Não","tourinhonv","evil","Antrys","~a-tris","sim"
"1045","pl2.15","Não","Não","tourinhonv","evil","Dunbul","d~u-'buw","sim"
"1046","pl2.16","Não","Não","tourinhonv","evil","Lytander","lit~a-'deR","sim"
"1047","pl2.17","Não","Não","tourinhonv","evil","crumus","kru-'mus","sim"
"1048","pl2.18","Não","Não","tourinhonv","evil","Zeantro","ze-'~a-tro","sim"
"1049","pl2.19","Não","Não","tourinhonv","evil","Guzerax","gu-'ze-raS","sim"
"1050","pl2.20","Não","Não","tourinhonv","evil","Sharius","Sa-'riws","sim"
"1051","pl2.21","Não","Não","tourinhonv","evil","Cabomba","ka-'b~o-ba","sim"
"1052","pl2.22","Não","Não","tourinhonv","evil","Ravumm","ha-'v~u","nao"
"1053","pl2.23","Não","Não","tourinhonv","evil","Taube","taw-be","sim"
"1054","pl2.24","Não","Não","tourinhonv","evil","Bucéfalo","bu-'se-fa-lo","nao"
"1055","pl2.25","Não","Não","tourinhonv","evil","Portálo","poR-'ta-lo","sim"
"1056","pl2.26","Não","Não","tourinhonv","evil","Brutacon","bru-'ta-k~o","sim"
"1057","pl2.27","Não","Não","tourinhonv","evil","Boipretacara","boj-pre-ta-'ka-ra","nao"
"1058","pl2.28","Não","Não","tourinhonv","evil","Tourim","tow-'r~i","nao"
"1059","pl2.29","Não","Não","tourinhonv","evil","Bunface","b~u-'fa-se","nao"
"1060","pl2.30","Não","Não","tourinhonv","evil","Herouba","e-'row-ba","sim"
"1061","pl2.1","Não","Não","azulzinhov","voador","Icekin","i-se-'k~i","nao"
"1062","pl2.2","Não","Não","azulzinhov","voador","Iglu","i-'glu","nao"
"1063","pl2.3","Não","Não","azulzinhov","voador","gelinho","Ze-'li-No","nao"
"1064","pl2.4","Não","Não","azulzinhov","voador","Bombogo","b~o-'bo-go","nao"
"1065","pl2.5","Não","Não","azulzinhov","voador","Águia invernal","a-gia ~i-veR-'naw","nao"
"1066","pl2.6","Não","Não","azulzinhov","voador","Inaguin","i-na-'g~i","nao"
"1067","pl2.7","Não","Não","azulzinhov","voador","Peipershu","pej-peR-'Su","sim"
"1068","pl2.8","Não","Não","azulzinhov","voador","Friolo","fri-'o-lo","nao"
"1069","pl2.9","Não","Não","azulzinhov","voador","Grin","gr~i","sim"
"1070","pl2.10","Não","Não","azulzinhov","voador","Pinoshy","pi-'no-Si","sim"
"1071","pl2.11","Não","Não","azulzinhov","voador","pinguinuz","p~i-gi-'nus","nao"
"1072","pl2.12","Não","Não","azulzinhov","voador","tucu","tu-'ku","sim"
"1073","pl2.13","Não","Não","azulzinhov","voador","Pinace","pi-'na-se","sim"
"1074","pl2.14","Não","Não","azulzinhov","voador","Iceland","i-se-'l~a-di","nao"
"1075","pl2.15","Não","Não","azulzinhov","voador","Glydon","glid~o","sim"
"1076","pl2.16","Não","Não","azulzinhov","voador","Nilcriton","niw-'kri-t~o","sim"
"1077","pl2.17","Não","Não","azulzinhov","voador","gelavi","Ze-la-'vi","nao"
"1078","pl2.18","Não","Não","azulzinhov","voador","Barguetom","baR-'ge-t~o","sim"
"1079","pl2.19","Não","Não","azulzinhov","voador","Gelox","Ze-loS","nao"
"1080","pl2.20","Não","Não","azulzinhov","voador","Pineon","pi-'ne-~o","sim"
"1081","pl2.21","Não","Não","azulzinhov","voador","Pinfrio","p~i-'frio","nao"
"1082","pl2.22","Não","Não","azulzinhov","voador","Grito agodo","gri-to a-'go-do","nao"
"1083","pl2.23","Não","Não","azulzinhov","voador","Paia","paj-a","nao"
"1084","pl2.24","Não","Não","azulzinhov","voador","PingFrozen","p~i-'fro-z~e","nao"
"1085","pl2.25","Não","Não","azulzinhov","voador","Balastro","ba-'las-tro","sim"
"1086","pl2.26","Não","Não","azulzinhov","voador","Penauel","pe-'nawew","sim"
"1087","pl2.27","Não","Não","azulzinhov","voador","Pingelo","p~i-'Ze-lo","nao"
"1088","pl2.28","Não","Não","azulzinhov","voador","Pinguino","p~i-'gi-no","nao"
"1089","pl2.29","Não","Não","azulzinhov","voador","Icelmo","i-'sew-mo","nao"
"1090","pl2.30","Não","Não","azulzinhov","voador","Grasniakos","gras-ni-'a-kos","sim"
"1091","pl2.1","Não","Não","amarelinhov","voador","Pikard","pi-'kaR-di","nao"
"1092","pl2.2","Não","Não","amarelinhov","voador","Pilatu","pi-la-'tu","sim"
"1093","pl2.3","Não","Não","amarelinhov","voador","raio negro","haj-o 'ne-gro","nao"
"1094","pl2.4","Não","Não","amarelinhov","voador","Zimbres","z~i-bres","sim"
"1095","pl2.5","Não","Não","amarelinhov","voador","Skylight","is-'kili-ght","nao"
"1096","pl2.6","Não","Não","amarelinhov","voador","Yellz","iels","nao"
"1097","pl2.7","Não","Não","amarelinhov","voador","Atlans","a-tl~as","sim"
"1098","pl2.8","Não","Não","amarelinhov","voador","Razengi","ha-z~e-'Zi","sim"
"1099","pl2.9","Não","Não","amarelinhov","voador","Bind","b~i-di","sim"
"1100","pl2.10","Não","Não","amarelinhov","voador","Mango","m~a-go","nao"
"1101","pl2.11","Não","Não","amarelinhov","voador","thunder bird","t~u-'deR 'biR-di","nao"
"1102","pl2.12","Não","Não","amarelinhov","voador","asco","as-ko","nao"
"1103","pl2.13","Não","Não","amarelinhov","voador","Pachaque","pa-'Sa-ke","sim"
"1104","pl2.14","Não","Não","amarelinhov","voador","Electrus","e-le-ki-'trus","nao"
"1105","pl2.15","Não","Não","amarelinhov","voador","Kalinsky","ka-'l~is-ki","nao"
"1106","pl2.16","Não","Não","amarelinhov","voador","Awyquo","a-'wikwo","nao"
"1107","pl2.17","Não","Não","amarelinhov","voador","fortini","foR-ti-'ni","sim"
"1108","pl2.18","Não","Não","amarelinhov","voador","Ceive","sej-ve","sim"
"1109","pl2.19","Não","Não","amarelinhov","voador","Arpyx","aR-piS","nao"
"1110","pl2.20","Não","Não","amarelinhov","voador","Prulec","pru-'le-c","nao"
"1111","pl2.21","Não","Não","amarelinhov","voador","Raidra","haj-dra","sim"
"1112","pl2.22","Não","Não","amarelinhov","voador","Bibilovo","bi-bi-'lo-vo","sim"
"1113","pl2.23","Não","Não","amarelinhov","voador","Jamal","Za-'maw","sim"
"1114","pl2.24","Não","Não","amarelinhov","voador","Yellowstone","ie-lo-'wsto-ne","nao"
"1115","pl2.25","Não","Não","amarelinhov","voador","Garapí","ga-ra-'pi","sim"
"1116","pl2.26","Não","Não","amarelinhov","voador","Raknu","ha-ki-'nu","nao"
"1117","pl2.27","Não","Não","amarelinhov","voador","Trovássaro","tro-'va-sa-ro","nao"
"1118","pl2.28","Não","Não","amarelinhov","voador","Ketrilix","ke-'tri-liS","sim"
"1119","pl2.29","Não","Não","amarelinhov","voador","Pizitzu","pi-zi-ti-'zu","nao"
"1120","pl2.30","Não","Não","amarelinhov","voador","Pressonid","pre-so-'ni-di","nao"
"1121","pl3.1","Não","Não","violetinhav","voador","oreo","o-'re-o","nao"
"1122","pl3.2","Não","Não","violetinhav","voador","bidu","bi-'du","nao"
"1123","pl3.3","Sim","Sim","violetinhav","voador","zeton","ze-t~o","sim"
"1124","pl3.4","Não","Não","violetinhav","voador","Vovôrcego","vo-'voR-se-go","nao"
"1125","pl3.5","Não","Não","violetinhav","voador","Mobe","mo-be","sim"
"1126","pl3.6","Não","Não","violetinhav","voador","Labúrite","la-'bu-ri-te","sim"
"1127","pl3.7","Não","Não","violetinhav","voador","Tuilamur","tuj-la-'muR","nao"
"1128","pl3.8","Não","Não","violetinhav","voador","Boomgom","bo-'~o-g~o","nao"
"1129","pl3.9","Não","Não","violetinhav","voador","PoLa","po-la","nao"
"1130","pl3.10","Não","Não","violetinhav","voador","genbat","Z~e-'ba-ti","nao"
"1131","pl3.11","Não","Não","violetinhav","voador","picmorcego","pi-ki-moR-'se-go","nao"
"1132","pl3.12","Não","Não","violetinhav","voador","Fovo","fo-vo","sim"
"1133","pl3.13","Não","Não","violetinhav","voador","folucio","fo-lu-'sio","sim"
"1134","pl3.14","Não","Não","violetinhav","voador","fogode","fo-'go-de","sim"
"1135","pl3.15","Não","Não","violetinhav","voador","Pitlwley","pi-tlwlej","nao"
"1136","pl3.16","Não","Não","violetinhav","voador","Oldbat","ow-di-'ba-ti","nao"
"1137","pl3.17","Não","Não","violetinhav","voador","Sulpa","suw-pa","sim"
"1138","pl3.18","Não","Não","violetinhav","voador","Prilam","pri-l~a","sim"
"1139","pl3.19","Não","Não","violetinhav","voador","Sarango","sa-'r~a-go","sim"
"1140","pl3.20","Não","Não","violetinhav","voador","Vunico","vu-'ni-ko","sim"
"1141","pl3.21","Não","Não","violetinhav","voador","batlizard","ba-tli-'zaR-di","nao"
"1142","pl3.22","Não","Não","violetinhav","voador","Velego","ve-'le-go","sim"
"1143","pl3.23","Não","Não","violetinhav","voador","Batrix","ba-triS","sim"
"1144","pl3.24","Não","Não","violetinhav","voador","golado","go-'la-do","sim"
"1145","pl3.25","Não","Não","violetinhav","voador","vego","ve-go","sim"
"1146","pl3.26","Não","Não","violetinhav","voador","Mustbat","mus-ti-'ba-ti","nao"
"1147","pl3.27","Não","Não","violetinhav","voador","Potlo","po-tlo","sim"
"1148","pl3.28","Não","Não","violetinhav","voador","corsaco","koR-'sa-ko","sim"
"1149","pl3.29","Não","Não","violetinhav","voador","Zolu","zo-'lu","sim"
"1150","pl3.30","Não","Não","violetinhav","voador","Mustachebat","mus-ta-Se-'ba-ti","nao"
"1151","pl3.1","Não","Não","besourinhonv","evil","carnavel","kaR-na-'vew","nao"
"1152","pl3.2","Não","Não","besourinhonv","evil","tati","ta-'ti","sim"
"1153","pl3.3","Sim","Sim","besourinhonv","evil","ruzot","hu-'zo-ti","nao"
"1154","pl3.4","Não","Não","besourinhonv","evil","Tartaruga ninja","taR-ta-'ru-ga 'n~i-Za","nao"
"1155","pl3.5","Não","Não","besourinhonv","evil","Caru","ka-'ru","sim"
"1156","pl3.6","Não","Não","besourinhonv","evil","Nambiriu","n~a-bi-'riw","sim"
"1157","pl3.7","Não","Não","besourinhonv","evil","Uinaluyluy","uj-'na-lujluj","sim"
"1158","pl3.8","Não","Não","besourinhonv","evil","Casqueyu","kas-'keju","nao"
"1159","pl3.9","Não","Não","besourinhonv","evil","Ninja-Arm","n~i-Za 'aR-m","nao"
"1160","pl3.10","Não","Não","besourinhonv","evil","Insecbuzz","~i-se-ki-'bus","nao"
"1161","pl3.11","Não","Não","besourinhonv","evil","pinckpik","p~i-ki-'pi-ki","nao"
"1162","pl3.12","Não","Não","besourinhonv","evil","Drogsten","d'ro-gi-st~e","sim"
"1163","pl3.13","Não","Não","besourinhonv","evil","ninvala","n~i-'va-la","sim"
"1164","pl3.14","Não","Não","besourinhonv","evil","betaso","be-'ta-zo","sim"
"1165","pl3.15","Não","Não","besourinhonv","evil","Joneytchel","Zo-nej'tSew","nao"
"1166","pl3.16","Não","Não","besourinhonv","evil","Bizzbizz","bis-'bis","nao"
"1167","pl3.17","Não","Não","besourinhonv","evil","Zabunta","za-'b~u-ta","sim"
"1168","pl3.18","Não","Não","besourinhonv","evil","Míniro","mi-ni-ro","sim"
"1169","pl3.19","Não","Não","besourinhonv","evil","Tauto","taw-to","sim"
"1170","pl3.20","Não","Não","besourinhonv","evil","Zepeites","ze-'pej-tes","sim"
"1171","pl3.21","Não","Não","besourinhonv","evil","rochboll","ho-'Sbow","nao"
"1172","pl3.22","Não","Não","besourinhonv","evil","Bragaroi","bra-ga-'roj","sim"
"1173","pl3.23","Não","Não","besourinhonv","evil","Ptacalion","pi-ta-ka-'li-~o","nao"
"1174","pl3.24","Não","Não","besourinhonv","evil","degazi","de-ga-'zi","sim"
"1175","pl3.25","Não","Não","besourinhonv","evil","goche","go-Se","sim"
"1176","pl3.26","Não","Não","besourinhonv","evil","Turtien","tuR-'ti-~e","sim"
"1177","pl3.27","Não","Não","besourinhonv","evil","Buzi","bu-'zi","sim"
"1178","pl3.28","Não","Não","besourinhonv","evil","zaraban","za-'ra-b~a","sim"
"1179","pl3.29","Não","Não","besourinhonv","evil","Beeeeatou","be-e-e-e-a-'tow","nao"
"1180","pl3.30","Não","Não","besourinhonv","evil","Baratamodern","ba-ra-ta-mo-'deR-n","nao"
"1181","pl3.1","Não","Não","demoniozinhonv","evil","rexo","he-So","sim"
"1182","pl3.2","Não","Não","demoniozinhonv","evil","fêgo","fe-go","sim"
"1183","pl3.3","Sim","Sim","demoniozinhonv","evil","ojotis","o-Zo-'tis","sim"
"1184","pl3.4","Não","Não","demoniozinhonv","evil","Pitaulonegro","pi-taw-lo-'ne-gro","nao"
"1185","pl3.5","Não","Não","demoniozinhonv","evil","Pane","pa-ne","sim"
"1186","pl3.6","Não","Não","demoniozinhonv","evil","Borôtro","bo-'ro-tro","sim"
"1187","pl3.7","Não","Não","demoniozinhonv","evil","Travamon","tra-'va-m~o","sim"
"1188","pl3.8","Não","Não","demoniozinhonv","evil","Blackbleu","bla-ki-'blew","nao"
"1189","pl3.9","Não","Não","demoniozinhonv","evil","ParPer","paR-'peR","sim"
"1190","pl3.10","Não","Não","demoniozinhonv","evil","darkstripe","daR-ki-'stri-pe","nao"
"1191","pl3.11","Não","Não","demoniozinhonv","evil","savandarkness","sa-v~a-daR-ki-'ne-s","nao"
"1192","pl3.12","Não","Não","demoniozinhonv","evil","Lexie","le-'Si-e","sim"
"1193","pl3.13","Não","Não","demoniozinhonv","evil","crieda","kri-'e-da","sim"
"1194","pl3.14","Não","Não","demoniozinhonv","evil","panto","p~a-to","sim"
"1195","pl3.15","Não","Não","demoniozinhonv","evil","Redstrong","he-di-'str~o-gi","nao"
"1196","pl3.16","Não","Não","demoniozinhonv","evil","Friday","fri-daj","nao"
"1197","pl3.17","Não","Não","demoniozinhonv","evil","Rujio","hu-'Zio","sim"
"1198","pl3.18","Não","Não","demoniozinhonv","evil","Escoralho","es-ko-'ra-Lo","nao"
"1199","pl3.19","Não","Não","demoniozinhonv","evil","Nunor","nu-'noR","sim"
"1200","pl3.20","Não","Não","demoniozinhonv","evil","Notruen","no-'tru-~e","sim"
"1201","pl3.21","Não","Não","demoniozinhonv","evil","shadownight","Sa-do-'wni-ght","nao"
"1202","pl3.22","Não","Não","demoniozinhonv","evil","Estrelote","es-tre-'lo-te","nao"
"1203","pl3.23","Não","Não","demoniozinhonv","evil","Catminin","ka-ti-mi-'n~i","nao"
"1204","pl3.24","Não","Não","demoniozinhonv","evil","nessus","ne-'sus","sim"
"1205","pl3.25","Não","Não","demoniozinhonv","evil","venis","ve-'nis","sim"
"1206","pl3.26","Não","Não","demoniozinhonv","evil","Pevil","pe-'viw","sim"
"1207","pl3.27","Não","Não","demoniozinhonv","evil","Sinuo","si-'nu-o","sim"
"1208","pl3.28","Não","Não","demoniozinhonv","evil","Hocoan","o-'ko-~a","sim"
"1209","pl3.29","Não","Não","demoniozinhonv","evil","Lopito","lo-'pi-to","sim"
"1210","pl3.30","Não","Não","demoniozinhonv","evil","Blackdino","bla-ki-'di-no","nao"
"1211","pl3.1","Não","Não","longuinhov","voador","lutauro","lu-'taw-ro","sim"
"1212","pl3.2","Não","Não","longuinhov","voador","hipafice","i-pa-'fi-se","sim"
"1213","pl3.3","Sim","Sim","longuinhov","voador","evion","e-'vi-~o","sim"
"1214","pl3.4","Não","Não","longuinhov","voador","Gaiovotazul","gaj-o-vo-ta-'zuw","nao"
"1215","pl3.5","Não","Não","longuinhov","voador","Gaci","ga-'si","sim"
"1216","pl3.6","Não","Não","longuinhov","voador","Gariblo","ga-'ri-blo","sim"
"1217","pl3.7","Não","Não","longuinhov","voador","Galinhedymon","ga-li-'Ne-d~i~o","nao"
"1218","pl3.8","Não","Não","longuinhov","voador","Ganssuty","g~a-'su-ti","nao"
"1219","pl3.9","Não","Não","longuinhov","voador","Saara","sa-'a-ra","nao"
"1220","pl3.10","Não","Não","longuinhov","voador","Gracyplu","gra-'siplu","sim"
"1221","pl3.11","Não","Não","longuinhov","voador","Iti","i-'ti","nao"
"1222","pl3.12","Não","Não","longuinhov","voador","Livedon","li-'ve-d~o","sim"
"1223","pl3.13","Não","Não","longuinhov","voador","pernuc","peR-'nu-c","nao"
"1224","pl3.14","Não","Não","longuinhov","voador","pemare","pe-'ma-re","sim"
"1225","pl3.15","Não","Não","longuinhov","voador","Finxeido","f~i-'Sej-do","sim"
"1226","pl3.16","Não","Não","longuinhov","voador","Jemba","Z~e-ba","sim"
"1227","pl3.17","Não","Não","longuinhov","voador","Acervu","a-seR-'vu","nao"
"1228","pl3.18","Não","Não","longuinhov","voador","Mombarra","m~o-'ba-ha","sim"
"1229","pl3.19","Não","Não","longuinhov","voador","Fronplan","fr~o-pl~a","sim"
"1230","pl3.20","Não","Não","longuinhov","voador","Aleixane","a-lej-'Sa-ne","sim"
"1231","pl3.21","Não","Não","longuinhov","voador","windriver","w~i-dri-'veR","nao"
"1232","pl3.22","Não","Não","longuinhov","voador","Editroi","e-di-'troj","sim"
"1233","pl3.23","Não","Não","longuinhov","voador","Blie","bli-e","sim"
"1234","pl3.24","Não","Não","longuinhov","voador","nizu","ni-'zu","sim"
"1235","pl3.25","Não","Não","longuinhov","voador","cutibi","ku-ti-'bi","sim"
"1236","pl3.26","Não","Não","longuinhov","voador","Flue","flu-e","sim"
"1237","pl3.27","Não","Não","longuinhov","voador","Macalis","ma-ka-'lis","sim"
"1238","pl3.28","Não","Não","longuinhov","voador","fraticina","fra-ti-'si-na","sim"
"1239","pl3.29","Não","Não","longuinhov","voador","Kabruqueyu","ka-bru-'keju","nao"
"1240","pl3.30","Não","Não","longuinhov","voador","Gazelaazul","ga-ze-la-a-'zuw","nao"
"1241","pl3.1","Não","Não","baleinhanv","evil","strite","is-'tri-te","sim"
"1242","pl3.2","Não","Não","baleinhanv","evil","marija","ma-'ri-Za","sim"
"1243","pl3.3","Sim","Sim","baleinhanv","evil","catone","ka-'to-ne","sim"
"1244","pl3.4","Não","Não","baleinhanv","evil","Baleiona","ba-lej-'o-na","nao"
"1245","pl3.5","Não","Não","baleinhanv","evil","Bamacha","ba-'ma-Sa","nao"
"1246","pl3.6","Não","Não","baleinhanv","evil","Jumbiga","Z~u-'bi-ga","nao"
"1247","pl3.7","Não","Não","baleinhanv","evil","Putassonunga","pu-ta-so-'n~u-ga","sim"
"1248","pl3.8","Não","Não","baleinhanv","evil","Tubegom","tu-'be-g~o","nao"
"1249","pl3.9","Não","Não","baleinhanv","evil","Teco","te-ko","nao"
"1250","pl3.10","Não","Não","baleinhanv","evil","Corspon","koR-'is-p~o","sim"
"1251","pl3.11","Não","Não","baleinhanv","evil","bota","bo-ta","nao"
"1252","pl3.12","Não","Não","baleinhanv","evil","Roche","ho-Se","nao"
"1253","pl3.13","Não","Não","baleinhanv","evil","guhlis","guhlis","nao"
"1254","pl3.14","Não","Não","baleinhanv","evil","pelela","pe-'le-la","sim"
"1255","pl3.15","Não","Não","baleinhanv","evil","Fubajelth","fu-ba-'Zew-th","nao"
"1256","pl3.16","Não","Não","baleinhanv","evil","Jubalub","Zu-ba-'lu-bi","nao"
"1257","pl3.17","Não","Não","baleinhanv","evil","Pendavemba","p~e-da-'v~e-ba","sim"
"1258","pl3.18","Não","Não","baleinhanv","evil","Baguilei","ba-gi-'lej","sim"
"1259","pl3.19","Não","Não","baleinhanv","evil","Cjorti","ki-ZoR-'ti","nao"
"1260","pl3.20","Não","Não","baleinhanv","evil","Caxatem","ka-'Sa-t~e","sim"
"1261","pl3.21","Não","Não","baleinhanv","evil","rocketwale","ho-ke-'twa-le","nao"
"1262","pl3.22","Não","Não","baleinhanv","evil","Bristal","bris-'taw","sim"
"1263","pl3.23","Não","Não","baleinhanv","evil","Stonrem","is-'t~o-h~e","nao"
"1264","pl3.24","Não","Não","baleinhanv","evil","debalo","de-'ba-lo","sim"
"1265","pl3.25","Não","Não","baleinhanv","evil","dupra","du-pra","sim"
"1266","pl3.26","Não","Não","baleinhanv","evil","Anle","~a-le","sim"
"1267","pl3.27","Não","Não","baleinhanv","evil","Goloa","go-'lo-a","sim"
"1268","pl3.28","Não","Não","baleinhanv","evil","Paprequio","pa-pre-'kio","sim"
"1269","pl3.29","Não","Não","baleinhanv","evil","Fuyo","fujo","sim"
"1270","pl3.30","Não","Não","baleinhanv","evil","Cachalotedino","ka-Sa-lo-te-'di-no","nao"
"1271","pl3.1","Não","Não","ferinhanv","evil","ranzo","h~a-zo","sim"
"1272","pl3.2","Não","Não","ferinhanv","evil","frado","fra-do","sim"
"1273","pl3.3","Sim","Sim","ferinhanv","evil","derti","deR-'ti","sim"
"1274","pl3.4","Não","Não","ferinhanv","evil","Sabre de onça","sa-bre de '~o-sa","nao"
"1275","pl3.5","Não","Não","ferinhanv","evil","Pava","pa-va","sim"
"1276","pl3.6","Não","Não","ferinhanv","evil","Roache","ho-'a-Se","sim"
"1277","pl3.7","Não","Não","ferinhanv","evil","Fortiatacomon","foR-ti-a-ta-'ko-m~o","nao"
"1278","pl3.8","Não","Não","ferinhanv","evil","Dinogom","di-'no-g~o","sim"
"1279","pl3.9","Não","Não","ferinhanv","evil","Carlim","kaR-'l~i","sim"
"1280","pl3.10","Não","Não","ferinhanv","evil","Burufang","bu-ru-'f~a-gi","nao"
"1281","pl3.11","Não","Não","ferinhanv","evil","onça azul","~o-sa a-'zuw","nao"
"1282","pl3.12","Não","Não","ferinhanv","evil","Perpect","peR-'pe-ki-ti","nao"
"1283","pl3.13","Não","Não","ferinhanv","evil","waswhite","wa-'swi-te","nao"
"1284","pl3.14","Não","Não","ferinhanv","evil","zulha","zu-La","sim"
